Carga,Placa,Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Endereço de Entrega,Bairro de Entrega,Cidade de Entrega,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Veiculo,Data Roteirizacao
,FTY6B82,3727955,13880,K. CARNES LTDA,Kleber Carnes,"Avenida ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 4.684",Vila do Encontro,São Paulo,62,1240,-23.6531957,-46.6369427,78,2025-04-17 12:55:48
,FTY6B82,3728295,490,BOMFRAN ALIMENTOS LTDA,Nenhum,"Avenida DO CAFÉ, 156",Vila Guarani,São Paulo,25,475,-23.635652,-46.6399683,78,2025-04-17 12:55:48
,FTY6B82,3728152,211431,TXS DISTRIBUICAO E MERCANTIL DE ALIMENTO,Nenhum,"Avenida SANTA CATARINA, 2343",Vila Mascote,São Paulo,17,340,-23.6446138,-46.6649141,78,2025-04-17 12:55:48
,FTY6B82,3728452,8905,IRMÃOS SUTO COMÉRCIO DE ALIMENTOS LTDA,Nenhum,"Avenida MASCOTE, 429",Vila Mascote,São Paulo,6,120,-23.6486173,-46.6656941,78,2025-04-17 12:55:48
,FTY6B82,3728350,7909,PUBLIC COMERCIO ATACADISTA E VAREJISTA D,Pedreira,"Estrada DO ALVARENGA, 2820",Santo Amaro,São Paulo,60,1200,-23.65,-46.7,78,2025-04-17 12:55:48
,FTY6B82,3727838,12903,PEG PESE SUP. IMPORTAÇÃO . EXP LTDA,Peg Pese,"Avenida ENG. JOSE SALLES, 40",Interlagos,São Paulo,21,420,-23.6890315,-46.6997888,78,2025-04-17 12:55:48
,FTY6B82,3728150,203921,TEXAS CARNES  & DERIVADOS LTDA,REDE TEXAS,"Avenida DONA BELMIRA MARIN, 3964",Parque Brasil,São Paulo,16,320,-23.7407915,-46.6914744,78,2025-04-17 12:55:48
,FTY6B82,3728148,191923,TX CARNES & DERIVADOS LTDA,Nenhum,"Avenida DONA BELMIRA MARIN, 1198",Grajau,São Paulo,11,220,-23.7492608,-46.6875195,78,2025-04-17 12:55:48
,FTY6B82,3728149,191911,TX CARNES & DERIVADOS LTDA,Nenhum,"Avenida DONA BELMIRA MARIN, 678",Grajau,São Paulo,19,380,-23.7492608,-46.6875195,78,2025-04-17 12:55:48
,FTY6B82,3728089,206135,CASA DE CARNES COCAIA D.B. LTDA,Nenhum,"Rua FRANCISCO INACIO SOLANO, 445",CANTINHO DO CEU,São Paulo,9,180,-23.7424958,-46.6618167,78,2025-04-17 12:55:48
,FTY6B82,3728050,196361,H.M.F. SUPERMERCADOS LTDA,Nenhum,"Rua FRANCISCO INACIO SOLANO, 206",CANTINHO DO CEU,São Paulo,10,200,-23.7424958,-46.6618167,78,2025-04-17 12:55:48
,FTY6B82,3728049,191768,H.M.F. SUPERMERCADOS LTDA,Nenhum,"Rua PEDRO ESCOBAR, 619",Grajau,São Paulo,65,1300,-23.752215,-46.6665395,78,2025-04-17 12:55:48
,FTY6B82,3728021,203856,JVC SANTOS MERCEARIA E MINIMERCADO,Nenhum,"Rua CEDALION, 22",Jardim Itajai,São Paulo,6,120,-23.7621692,-46.6884843,78,2025-04-17 12:55:48
,FTY6B82,3728133,203800,MERCADO CAMINHO DA ESPERANÇA LTDA,Nenhum,"Rua JOAO AMOS COMENIUS, 417",JARDIM SAO BERNARDO,São Paulo,5,100,-23.7576681,-46.704948,78,2025-04-17 12:55:48
,FTY6B82,3728455,213732,VAREJAO DO FRANGO BUENO LTDA,Nenhum,"Rua TATUI, 190",JARDIM SAO EDUARDO,Embu das Artes,9,180,-23.6687615,-46.804334,78,2025-04-17 12:55:48
,FTY6B82,3728003,182584,LS EMBU CASA DE CARNES E ROTISSERIA LTDA,Nenhum,"Rua SOLANO TRINDADE, 42",Jardim Arabutan,Embu das Artes,14,280,-23.64889,-46.85222,78,2025-04-17 12:55:48
,FTY6B82,3728411,203432,MICHEL RICHARD MAGALHAES FRAGOSO,Nenhum,"Rua ORLANDIA, 47",Parque Luiza,Embu das Artes,6,120,-23.64889,-46.85222,78,2025-04-17 12:55:48
,FTY6B82,3727636,182150,OKINAWA MASSAS LTDA,Nenhum,"Rua DOM PEDRO VILLAS BOAS SOUZA, 08",Jd.São Paulo,Embu-Guaçu,5,100,-23.64889,-46.85222,78,2025-04-17 12:55:48
,FTY6B82,3728099,3713,SUPERMERCADO BANDEIRA LTDA,Bandeira,"Praça DA BANDEIRA, 17 A",Centro,Itapecerica da Serra,21,400,-23.71694,-46.84917,78,2025-04-17 12:55:48
,FTY6B82,3728327,205533,COMERCIAL BENZ EIRELI,Nenhum,"Avenida NOSSA SENHORA DO CARMO, 2058",Carmo Messias,Ibiúna,12,240,-23.741308,-47.0546442,78,2025-04-17 12:55:48
,FTY6B82,3728330,205530,COMERCIAL BENZ EIRELI,Nenhum,"Estrada MORRO GRANDE, 1895",Jardim Isis,Cotia,13,260,-23.6362615,-46.9549798,78,2025-04-17 12:55:48
,FTY6B82,3728322,205529,COMERCIAL BENZ EIRELI,Nenhum,"Rua VICENTE CELESTINO, 184",Parque Mirante da Mata,Cotia,8,160,-23.6176627,-46.9548532,78,2025-04-17 12:55:48
,FTY6B82,3728378,210672,5M COM.ATACADISTA E VAREJISTA DE ALIMENT,Pedreira,"Avenida PROFESSOR MANOEL JOSE PEDROSO, 340",Parque Bahia,Cotia,10,200,-23.6081727,-46.9216154,78,2025-04-17 12:55:48
,FTY6B82,3728009,210891,FAMILIA SUPERMERCADOS LTDA,Nenhum,"Avenida PROFESSOR JOAQUIM BARRETO, 1133",Centro,Cotia,35,680,-23.60389,-46.91917,78,2025-04-17 12:55:48
,FTY6B82,3728326,205534,COMERCIAL BENZ EIRELI,Nenhum,"Estrada DA AGUA ESPRAIADA, 2713",CHAC.TROPICAL (CAUCAIA ALTO),Cotia,10,200,-23.60389,-46.91917,78,2025-04-17 12:55:48
,FTY6B82,3728331,205532,COMERCIAL BENZ EIRELI,Nenhum,"Rua QUINZE DE PIRACICABA, 19",Jardim Sandra,Cotia,10,200,-23.60389,-46.91917,78,2025-04-17 12:55:48
,FTY6B82,3727691,194142,NOVA PARATI PÃES E DOCES LTDA - ME,Nenhum,"Avenida EID MANSUR, 18",Parque São George,Cotia,5,100,-23.60389,-46.91917,78,2025-04-17 12:55:48
,FTY6B82,3728146,191924,W BOI - COMERCIO DE CARNES LTDA,Nenhum,"Avenida RUBENS CARAMEZ, 400",VILA AURORA,Itapevi,16,320,-23.5490681,-46.9371725,78,2025-04-17 12:55:48
